iteration,question_id,n_chains_max,window_size,n_chains_generated,stopped_early,correct_answer,final_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,total_reasoning_tokens,total_non_reasoning_tokens,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec,individual_answers_str
180,aqua_rat_test_179,8,2,2,True,B,B,1,139,2812,2951,,,0.006530892400277139,0.0111872146118721,28.875510454177856,"[""B"", ""B""]"
181,aqua_rat_test_180,8,2,2,True,D,D,1,127,2046,2173,,,0.005011574986023666,0.0086757990867579,20.29671812057495,"[""D"", ""D""]"
182,aqua_rat_test_181,8,2,2,True,A,A,1,151,2480,2631,,,0.006416282705565497,0.0118721461187214,22.32028603553772,"[""A"", ""A""]"
183,aqua_rat_test_182,8,2,2,True,A,E,0,123,12529,12652,,,0.02713903771397935,0.0509893455098934,125.03850507736206,"[""E"", ""E""]"
184,aqua_rat_test_183,8,2,2,True,D,D,1,94,1588,1682,,,0.004113359145396227,0.0074581430745814,14.480921268463135,"[""D"", ""D""]"
185,aqua_rat_test_184,8,2,2,True,D,E,0,130,13574,13704,,,0.029571267587835865,0.0560882800608828,134.58381462097168,"[""E"", ""E""]"
186,aqua_rat_test_185,8,2,2,True,D,D,1,116,3911,4027,,,0.00851820395738199,0.0141552511415524,41.64216876029968,"[""D"", ""D""]"
187,aqua_rat_test_186,8,2,2,True,D,D,1,120,5901,6021,,,0.012850448488459447,0.0230593607305935,60.64436078071594,"[""D"", ""D""]"
188,aqua_rat_test_187,8,2,2,True,A,E,0,144,21717,21861,,,0.049571696577112266,0.0974885844748858,206.3777470588684,"[""E"", ""E""]"
189,aqua_rat_test_188,8,2,2,True,D,D,1,119,2616,2735,,,0.0058811408816505095,0.0089802130898021,28.737574100494385,"[""D"", ""D""]"
190,aqua_rat_test_189,8,2,2,True,B,B,1,115,1612,1727,,,0.003921577439806278,0.0063926940639269,16.73933744430542,"[""B"", ""B""]"
191,aqua_rat_test_190,8,2,2,True,E,E,1,132,3994,4126,,,0.0089691291359568,0.0159056316590563,40.34773802757263,"[""E"", ""E""]"
192,aqua_rat_test_191,8,2,2,True,B,B,1,165,3066,3231,,,0.007625652025544723,0.0140791476407914,28.2768874168396,"[""B"", ""B""]"
193,aqua_rat_test_192,8,2,2,True,B,B,1,113,2634,2747,,,0.006274350327920245,0.0117199391171993,25.01223921775818,"[""B"", ""B""]"
194,aqua_rat_test_193,8,2,2,True,D,E,0,163,12313,12476,,,0.02853896394589379,0.0560882800608828,114.06892704963684,"[""E"", ""E""]"
195,aqua_rat_test_194,8,2,2,True,B,B,1,121,2523,2644,,,0.006114905657168569,0.011111111111111,24.263545989990234,"[""B"", ""B""]"
196,aqua_rat_test_195,8,2,2,True,A,A,1,110,1258,1368,,,0.0035067277295938565,0.0063165905631659,11.298156261444092,"[""A"", ""A""]"
197,aqua_rat_test_196,8,2,2,True,B,B,1,122,11846,11968,,,0.024053799278796528,0.0403348554033485,142.98334312438965,"[""B"", ""B""]"
198,aqua_rat_test_197,8,2,2,True,C,C,1,132,5644,5776,,,0.012967010849949778,0.0245814307458143,54.151851415634155,"[""C"", ""C""]"
199,aqua_rat_test_198,8,2,2,True,C,C,1,125,4679,4804,,,0.011231897282782552,0.0214611872146118,43.31290555000305,"[""C"", ""C""]"
200,aqua_rat_test_199,8,2,2,True,A,E,0,187,12124,12311,,,0.027089921789086327,0.0515981735159817,118.3259174823761,"[""E"", ""E""]"
201,aqua_rat_test_200,8,2,2,True,B,B,1,105,3137,3242,,,0.006957973955690803,0.0116438356164383,32.70956301689148,"[""B"", ""B""]"
202,aqua_rat_test_201,8,2,2,True,C,C,1,157,3138,3295,,,0.00828082430349785,0.0156773211567732,27.071288585662842,"[""C"", ""C""]"
203,aqua_rat_test_202,8,2,2,True,B,B,1,161,3972,4133,,,0.00927601975367718,0.0169710806697107,38.27911877632141,"[""B"", ""B""]"
204,aqua_rat_test_203,8,2,2,True,C,C,1,104,1909,2013,,,0.004800285964669468,0.008751902587519,17.592486143112183,"[""C"", ""C""]"
205,aqua_rat_test_204,8,2,2,True,C,C,1,124,2354,2478,,,0.006074965002162125,0.0112633181126331,20.964441776275635,"[""C"", ""C""]"
206,aqua_rat_test_205,8,2,2,True,B,B,1,163,11287,11450,,,0.02317673301249861,0.0375190258751902,131.4547827243805,"[""B"", ""B""]"
207,aqua_rat_test_206,8,2,2,True,C,C,1,115,1673,1788,,,0.004364435632460101,0.0079147640791475,15.270939588546753,"[""C"", ""C""]"
208,aqua_rat_test_207,8,2,2,True,C,C,1,102,8111,8213,,,0.017482890993636202,0.0321917808219177,81.93462228775024,"[""C"", ""C""]"
209,aqua_rat_test_208,8,2,2,True,E,E,1,90,878,968,,,0.0025372106064246963,0.00441400304414,7.955759286880493,"[""E"", ""E""]"
210,aqua_rat_test_209,8,2,2,True,C,C,1,124,2789,2913,,,0.007144464752668817,0.0135464231354642,24.447632789611816,"[""C"", ""C""]"
211,aqua_rat_test_210,8,2,2,True,E,E,1,127,1859,1986,,,0.004791447137337492,0.0086757990867579,17.406018257141113,"[""E"", ""E""]"
212,aqua_rat_test_211,8,2,2,True,A,A,1,147,4738,4885,,,0.011879567782431997,0.0229071537290714,41.19910144805908,"[""A"", ""A""]"
213,aqua_rat_test_212,8,2,2,True,A,A,1,134,1969,2103,,,0.005285491770753697,0.0098173515981735,17.320247173309326,"[""A"", ""A""]"
214,aqua_rat_test_213,8,2,2,True,B,B,1,102,2300,2402,,,0.005706484018264795,0.0105783866057839,21.08920645713806,"[""B"", ""B""]"
215,aqua_rat_test_214,8,2,2,True,A,A,1,122,2252,2374,,,0.0056574360485098,0.0103500761035008,20.70550012588501,"[""A"", ""A""]"
216,aqua_rat_test_215,8,2,2,True,D,D,1,80,1263,1343,,,0.003026488985393059,0.0045662100456621,14.044783115386963,"[""D"", ""D""]"
217,aqua_rat_test_216,8,2,2,True,B,B,1,109,2844,2953,,,0.006834113550067617,0.0127092846270928,26.598989725112915,"[""B"", ""B""]"
218,aqua_rat_test_217,8,2,2,True,A,A,1,107,3621,3728,,,0.009293316240478617,0.0178843226788432,30.84282922744751,"[""A"", ""A""]"
219,aqua_rat_test_218,8,2,2,True,E,E,1,116,3841,3957,,,0.009527049249290548,0.0182648401826484,33.66183161735535,"[""E"", ""E""]"
220,aqua_rat_test_219,8,2,2,True,D,D,1,142,1801,1943,,,0.004919844027709914,0.008904109589041,15.979254484176636,"[""D"", ""D""]"
221,aqua_rat_test_220,8,2,2,True,B,B,1,111,2129,2240,,,0.005583024055830191,0.0104261796042618,18.674957275390625,"[""B"", ""B""]"
222,aqua_rat_test_221,8,2,2,True,B,B,1,130,1632,1762,,,0.004539328618185599,0.0082952815829527,14.132514476776123,"[""B"", ""B""]"
223,aqua_rat_test_222,8,2,2,True,D,D,1,112,2484,2596,,,0.0065029933246528214,0.0122526636225266,21.405514240264893,"[""D"", ""D""]"
224,aqua_rat_test_223,8,2,2,True,E,E,1,123,1757,1880,,,0.0044092834471935625,0.0076103500761035,17.221068859100342,"[""E"", ""E""]"
225,aqua_rat_test_224,8,2,2,True,C,C,1,129,3416,3545,,,0.007418341424048111,0.0124048706240487,36.65548324584961,"[""C"", ""C""]"
226,aqua_rat_test_225,8,2,2,True,B,B,1,110,792,902,,,0.0025731312993631105,0.0044901065449011,6.824167966842651,"[""B"", ""B""]"
227,aqua_rat_test_226,8,2,2,True,A,A,1,120,1546,1666,,,0.0040285279408566665,0.0071537290715373,14.614981174468994,"[""A"", ""A""]"
228,aqua_rat_test_227,8,2,2,True,A,A,1,127,3082,3209,,,0.007500020133201212,0.0140030441400303,28.572043657302856,"[""A"", ""A""]"
229,aqua_rat_test_228,8,2,2,True,B,C,0,132,3100,3232,,,0.0073384354835251495,0.0133942161339422,29.65151047706604,"[""C"", ""C""]"
230,aqua_rat_test_229,8,2,2,True,A,A,1,94,1401,1495,,,0.003782466735405269,0.0068493150684931,12.443115949630737,"[""A"", ""A""]"
231,aqua_rat_test_230,8,2,2,True,D,D,1,138,1866,2004,,,0.004836614158892399,0.0085996955859969,17.422881603240967,"[""D"", ""D""]"
232,aqua_rat_test_231,8,2,2,True,C,C,1,105,1241,1346,,,0.0035112621382133486,0.0063165905631659,10.791814804077148,"[""C"", ""C""]"
233,aqua_rat_test_232,8,2,2,True,E,E,1,137,15387,15524,,,0.03655102023088745,0.0722222222222221,138.36546397209167,"[""E"", ""E""]"
234,aqua_rat_test_233,8,2,2,True,A,A,1,114,1567,1681,,,0.004072412043597645,0.0073059360730594,14.596226453781128,"[""A"", ""A""]"
235,aqua_rat_test_234,8,2,2,True,B,B,1,132,2866,2998,,,0.006720289534735312,0.0119482496194824,28.1587495803833,"[""B"", ""B""]"
236,aqua_rat_test_235,8,2,2,True,A,A,1,110,1871,1981,,,0.005149292399365213,0.0095890410958904,15.827352046966553,"[""A"", ""A""]"
237,aqua_rat_test_236,8,2,2,True,C,C,1,129,6737,6866,,,0.015119208905901616,0.0285388127853881,64.89431977272034,"[""C"", ""C""]"
238,aqua_rat_test_237,8,2,2,True,B,E,0,155,21115,21270,,,0.04782833846359039,0.093607305936073,200.97633695602417,"[""E"", ""E""]"
239,aqua_rat_test_238,8,2,2,True,C,E,0,111,18560,18671,,,0.042919871539167834,0.0847031963470319,171.41279244422913,"[""E"", ""E""]"
240,aqua_rat_test_239,8,2,2,True,D,D,1,138,3658,3796,,,0.009431735858768955,0.0180365296803652,31.41348648071289,"[""D"", ""D""]"
241,aqua_rat_test_240,8,2,2,True,B,B,1,150,2952,3102,,,0.006929320213518506,0.0120243531202435,29.54436445236206,"[""B"", ""B""]"
242,aqua_rat_test_241,8,2,2,True,C,C,1,148,20515,20663,,,0.045582906492544935,0.0884322678843226,199.12940669059753,"[""C"", ""C""]"
243,aqua_rat_test_242,8,2,2,True,A,A,1,94,1621,1715,,,0.004242901380360009,0.0077625570776255,14.501990795135498,"[""A"", ""A""]"
244,aqua_rat_test_243,8,2,2,True,D,D,1,116,2810,2926,,,0.006367340701437195,0.0108066971080669,29.090131521224976,"[""D"", ""D""]"
245,aqua_rat_test_244,8,2,2,True,C,C,1,122,960,1082,,,0.0029429725024835737,0.0051750380517503,8.362631797790527,"[""C"", ""C""]"
246,aqua_rat_test_245,8,2,2,True,E,B,0,129,2510,2639,,,0.0063471112379502315,0.0117960426179604,22.603670835494995,"[""B"", ""B""]"
247,aqua_rat_test_246,8,2,2,True,A,A,1,120,2828,2948,,,0.006704133005502822,0.0121765601217656,27.1090989112854,"[""A"", ""A""]"
248,aqua_rat_test_247,8,2,2,True,E,E,1,146,1900,2046,,,0.005002869476258149,0.0090563165905631,17.302315711975098,"[""E"", ""E""]"
249,aqua_rat_test_248,8,2,2,True,E,E,1,99,2854,2953,,,0.006974214343271509,0.013165905631659,25.766498804092407,"[""E"", ""E""]"
250,aqua_rat_test_249,8,2,2,True,D,D,1,110,1547,1657,,,0.004177103190436042,0.0076103500761035,13.752560377120972,"[""D"", ""D""]"
251,aqua_rat_test_250,8,2,2,True,E,E,1,137,23875,24012,,,0.057364348318784814,0.1139269406392694,214.73355507850647,"[""E"", ""E""]"
252,aqua_rat_test_251,8,2,2,True,A,A,1,126,2515,2641,,,0.005713026456895746,0.00882800608828,27.91757369041443,"[""A"", ""A""]"
253,aqua_rat_test_252,8,2,2,True,B,B,1,138,2595,2733,,,0.00627170771398033,0.0111872146118721,25.553611278533936,"[""B"", ""B""]"
254,aqua_rat_test_253,8,2,2,True,A,A,1,118,6151,6269,,,0.013469442721937177,0.0245053272450532,62.57698583602905,"[""A"", ""A""]"
