iteration,question_id,n_chains_max,window_size,n_chains_generated,stopped_early,correct_answer,final_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,total_reasoning_tokens,total_non_reasoning_tokens,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec,individual_answers_str
53,index_52,64,8,64,False,D,B,0,231,734974,735205,,,0.1860066915934398,0.3914003044140031,2262.6806910037994,"[""B"", ""B"", ""A"", ""B"", ""D"", ""B"", ""D"", ""B"", ""A"", ""D"", ""A"", ""B"", ""C"", ""A"", ""B"", ""A"", ""A"", ""B"", ""A"", ""D"", ""A"", ""A"", ""B"", ""A"", ""B"", ""C"", ""D"", ""B"", ""A"", ""D"", ""D"", ""D"", ""A"", ""B"", ""D"", ""A"", ""D"", ""B"", ""B"", ""C"", ""C"", ""C"", ""D"", ""B"", ""D"", ""B"", ""B"", ""A"", ""B"", ""B"", ""B"", ""C"", ""C"", ""A"", ""A"", ""D"", ""C"", ""B"", ""C"", ""B"", ""B"", ""B"", ""A"", ""B""]"
54,index_53,64,8,64,False,A,C,0,185,420271,420456,,,0.0899479122915167,0.1817351598173515,2143.890686273575,"[""A"", ""C"", ""C"", ""C"", ""A"", ""C"", ""A"", ""A"", ""B"", ""B"", ""C"", ""C"", ""C"", ""B"", ""A"", ""B"", ""A"", ""C"", ""C"", ""A"", ""A"", ""C"", ""C"", ""A"", ""C"", ""A"", ""A"", ""C"", ""C"", ""A"", ""A"", ""C"", ""B"", ""C"", ""A"", ""A"", ""C"", ""A"", ""C"", ""B"", ""A"", ""A"", ""C"", ""C"", ""A"", ""A"", ""A"", ""A"", ""C"", ""A"", ""A"", ""C"", ""C"", ""A"", ""A"", ""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""A""]"
55,index_54,64,8,64,False,B,D,0,203,691766,691969,,,0.1799425934114873,0.4070776255707762,2080.0089926719666,"[""D"", ""B"", ""B"", ""D"", ""D"", ""D"", ""D"", ""D"", ""B"", ""D"", ""D"", ""D"", ""D"", ""B"", ""B"", ""D"", ""D"", ""B"", ""D"", ""D"", ""D"", ""C"", ""D"", ""D"", ""B"", ""D"", ""D"", ""D"", ""D"", ""D"", ""B"", ""D"", ""B"", ""D"", ""B"", ""B"", ""C"", ""D"", ""B"", ""B"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""B"", ""B"", ""D"", ""B"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""B"", ""D"", ""D"", ""D"", ""B"", ""D"", ""D"", ""D""]"
56,index_55,64,8,8,True,A,A,1,259,73900,74159,,,0.1417346217377961,0.2843987823439878,233.584000825882,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
57,index_56,64,8,64,False,D,C,0,191,970863,971054,,,0.2524390496748808,0.5275494672754947,3072.516775369644,"[""D"", ""C"", ""B"", ""C"", ""D"", ""C"", ""C"", ""D"", ""D"", ""C"", ""C"", ""D"", ""D"", ""D"", ""D"", ""D"", ""C"", ""C"", ""D"", ""B"", ""C"", ""C"", ""C"", ""D"", ""B"", ""D"", ""C"", ""C"", ""D"", ""B"", ""D"", ""B"", ""B"", ""B"", ""D"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""B"", ""D"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""B"", ""B"", ""C"", ""C"", ""D"", ""D"", ""C""]"
58,index_57,64,8,16,True,A,D,0,87,28787,28874,,,0.0225103451358452,0.0497716894977169,113.49186086654665,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""A"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
59,index_58,64,8,8,True,A,A,1,136,33100,33236,,,0.0635590065313032,0.1136225266362253,103.5587477684021,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
60,index_59,64,8,48,True,C,C,1,204,273862,274066,,,0.0824046799312351,0.1790715372907153,975.0471844673156,"[""A"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""A"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C"", ""A"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
61,index_60,64,8,8,True,C,C,1,226,48173,48399,,,0.0782168584865358,0.1519025875190258,185.1237530708313,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
62,index_61,64,8,64,False,C,C,1,252,646980,647232,,,0.1689069039160436,0.3713850837138508,1931.1295974254608,"[""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""D"", ""D"", ""C"", ""C"", ""C"", ""C"", ""D"", ""D"", ""C"", ""D"", ""C"", ""C"", ""C"", ""D"", ""C"", ""B"", ""D"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""D"", ""C"", ""C"", ""C"", ""D"", ""D"", ""C"", ""C"", ""D"", ""D"", ""C"", ""C"", ""D"", ""D"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C""]"
63,index_62,64,8,64,False,D,D,1,247,639261,639508,,,0.1537759590300406,0.3159817351598173,2129.591858148575,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""A"", ""D"", ""D"", ""D"", ""D"", ""A"", ""D"", ""D"", ""D"", ""A"", ""D"", ""D"", ""D"", ""A"", ""D"", ""D"", ""D"", ""D"", ""A"", ""A"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""C"", ""D"", ""D"", ""D"", ""D"", ""A"", ""D"", ""D"", ""C"", ""C"", ""A"", ""D"", ""D"", ""D"", ""A"", ""D"", ""A"", ""D"", ""D"", ""D"", ""A"", ""A"", ""D"", ""A"", ""A"", ""D"", ""D""]"
64,index_63,64,8,64,False,C,C,1,241,750273,750514,,,0.1904272855739585,0.384779299847793,2340.438741207123,"[""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""D"", ""D"", ""C"", ""B"", ""D"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""D"", ""C"", ""D"", ""C"", ""D"", ""C"", ""D"", ""D"", ""C"", ""D"", ""D"", ""B"", ""C"", ""C"", ""C"", ""C"", ""D"", ""D"", ""B"", ""B"", ""C"", ""C"", ""D"", ""C"", ""D"", ""B"", ""D"", ""C"", ""C"", ""C"", ""C"", ""D""]"
65,index_64,64,8,8,True,A,A,1,292,67683,67975,,,0.134159150719103,0.2446727549467275,209.71710014343265,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
66,index_65,64,8,8,True,C,C,1,124,15319,15443,,,0.0249368810952826,0.0511415525114155,56.52216339111328,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
67,index_66,64,8,8,True,D,D,1,242,20113,20355,,,0.0329156851229394,0.06103500761035,74.77395510673523,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
68,index_67,64,8,16,True,B,B,1,160,94949,95109,,,0.0785117845731532,0.1611111111111111,363.9711525440216,"[""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
69,index_68,64,8,8,True,A,A,1,202,92688,92890,,,0.1895070321934504,0.3754185692541857,283.9836308956146,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
70,index_69,64,8,64,False,D,C,0,165,508266,508431,,,0.1256961680039382,0.2614155251141552,1543.5042378902435,"[""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""D"", ""D"", ""D"", ""D"", ""D"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""D"", ""C"", ""D"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""D"", ""B"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""D"", ""D"", ""D"", ""C"", ""B"", ""D"", ""C"", ""D"", ""C"", ""D"", ""D"", ""C"", ""C"", ""C"", ""C""]"
71,index_70,64,8,8,True,C,C,1,171,21680,21851,,,0.0382968151547565,0.0775494672754947,71.8903501033783,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
72,index_71,64,8,64,False,B,D,0,199,429874,430073,,,0.1067365388817672,0.2323439878234399,1286.3349640369415,"[""D"", ""A"", ""A"", ""A"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""A"", ""A"", ""D"", ""A"", ""D"", ""D"", ""A"", ""A"", ""D"", ""D"", ""D"", ""D"", ""D"", ""A"", ""A"", ""D"", ""D"", ""D"", ""D"", ""D"", ""A"", ""D"", ""A"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""B"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""A"", ""B"", ""A"", ""D"", ""A"", ""D"", ""A"", ""D"", ""D"", ""D"", ""A""]"
73,index_72,64,8,8,True,C,C,1,187,15670,15857,,,0.0321515698850436,0.0642313546423135,44.43630862236023,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
74,index_73,64,8,16,True,A,A,1,169,89665,89834,,,0.0672990654905563,0.1400304414003044,397.17533659935,"[""D"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
75,index_74,64,8,40,True,B,B,1,639,235421,236060,,,0.0810786615785906,0.1589802130898021,1838.0212452411647,"[""B"", ""B"", ""B"", ""C"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""A"", ""A"", ""B"", ""C"", ""B"", ""B"", ""B"", ""B"", ""C"", ""B"", ""B"", ""B"", ""B"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
76,index_75,64,8,64,False,D,B,0,221,207077,207298,,,0.0482063938837777,0.1203957382039574,689.1864793300629,"[""C"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""C"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""C"", ""C"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""C"", ""B"", ""B"", ""C"", ""C"", ""C"", ""B"", ""B"", ""B"", ""B"", ""B"", ""C"", ""C"", ""B"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""B"", ""D"", ""B"", ""B"", ""C"", ""B"", ""D"", ""B"", ""B"", ""D"", ""C"", ""D"", ""C""]"
77,index_76,64,8,8,True,A,C,0,571,67132,67703,,,0.1345729046516164,0.2347031963470319,206.10515832901,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
78,index_77,64,8,16,True,C,C,1,515,100980,101495,,,0.0927369897598492,0.1756468797564687,342.5993566513061,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
79,index_78,64,8,32,True,A,D,0,387,345842,346229,,,0.1786160060737494,0.3897260273972602,1048.2682631015778,"[""B"", ""D"", ""D"", ""D"", ""B"", ""B"", ""D"", ""A"", ""D"", ""C"", ""A"", ""C"", ""B"", ""B"", ""D"", ""D"", ""C"", ""D"", ""C"", ""A"", ""B"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
80,index_79,64,8,64,False,A,C,0,119,933790,933909,,,0.2146715516273245,0.4785388127853881,3308.8668072223663,"[""D"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""B"", ""D"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""D"", ""D"", ""C"", ""B"", ""A"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""A"", ""C"", ""C"", ""D"", ""C"", ""D"", ""D"", ""C"", ""A"", ""D"", ""C"", ""C"", ""D"", ""B"", ""C"", ""D"", ""D"", ""C"", ""D"", ""D"", ""A"", ""C"", ""C"", ""D"", ""D""]"
81,index_80,64,8,8,True,D,D,1,248,61266,61514,,,0.120040334776104,0.228310502283105,185.92412567138672,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
82,index_81,64,8,64,False,A,A,1,804,296779,297583,,,0.0760197394769293,0.1737442922374429,876.6808786392212,"[""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""B"", ""B"", ""A"", ""B"", ""B"", ""A"", ""D"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""B"", ""B"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""B"", ""A"", ""B"", ""B"", ""A"", ""B"", ""A"", ""B""]"
83,index_82,64,8,8,True,A,A,1,193,55881,56074,,,0.0935776443899258,0.21324200913242,200.7433524131775,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
84,index_83,64,8,8,True,D,D,1,128,8406,8534,,,0.0160721399895804,0.0310502283105023,26.230302810668945,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
85,index_84,64,8,16,True,C,C,1,288,121669,121957,,,0.0965915092054064,0.163318112633181,524.645402431488,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""A"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
86,index_85,64,8,8,True,A,D,0,335,55926,56261,,,0.1239729685268821,0.2311263318112633,150.43283796310425,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
87,index_86,64,8,8,True,C,C,1,309,28990,29299,,,0.0602622927439799,0.1245053272450532,80.29747223854065,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
88,index_87,64,8,8,True,A,A,1,168,8622,8790,,,0.0183944593871409,0.0349315068493151,23.39404249191284,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
89,index_88,64,8,64,False,B,A,0,257,440587,440844,,,0.1100216923525937,0.243607305936073,1305.1800310611725,"[""A"", ""B"", ""D"", ""A"", ""A"", ""B"", ""B"", ""B"", ""A"", ""B"", ""B"", ""A"", ""B"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""A"", ""B"", ""B"", ""B"", ""A"", ""B"", ""B"", ""A"", ""A"", ""A"", ""B"", ""D"", ""A"", ""B"", ""B"", ""A"", ""B"", ""A"", ""A"", ""B"", ""A"", ""A"", ""B"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""B"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B""]"
90,index_89,64,8,8,True,B,C,0,204,69131,69335,,,0.1283552565195154,0.2856164383561643,221.62350964546204,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
91,index_90,64,8,32,True,B,B,1,235,282245,282480,,,0.1474865601014293,0.2921613394216134,817.8960499763489,"[""B"", ""B"", ""A"", ""B"", ""B"", ""B"", ""C"", ""D"", ""B"", ""D"", ""B"", ""B"", ""D"", ""B"", ""C"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
92,index_91,64,8,64,False,C,B,0,204,908980,909184,,,0.2351398808649905,0.5379756468797565,2827.392132282257,"[""A"", ""B"", ""B"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""A"", ""B"", ""A"", ""B"", ""B"", ""D"", ""B"", ""B"", ""A"", ""A"", ""B"", ""B"", ""A"", ""A"", ""B"", ""A"", ""C"", ""C"", ""A"", ""A"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""C"", ""B"", ""B"", ""A"", ""B"", ""A"", ""B"", ""A"", ""B"", ""B"", ""D"", ""B"", ""B"", ""D"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""A"", ""A"", ""B"", ""A"", ""C"", ""A""]"
93,index_92,64,8,64,False,B,D,0,397,233178,233575,,,0.051596434672142,0.1025875190258751,904.4614663124084,"[""D"", ""D"", ""C"", ""D"", ""C"", ""D"", ""D"", ""D"", ""C"", ""D"", ""C"", ""B"", ""D"", ""D"", ""C"", ""D"", ""D"", ""C"", ""B"", ""D"", ""C"", ""D"", ""D"", ""D"", ""D"", ""C"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""C"", ""C"", ""B"", ""D"", ""D"", ""D"", ""B"", ""D"", ""C"", ""D"", ""D"", ""C"", ""D"", ""D"", ""C"", ""B"", ""B"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""C"", ""D""]"
94,index_93,64,8,64,False,D,D,1,198,547422,547620,,,0.1403215374999262,0.291400304414003,1618.046935558319,"[""C"", ""B"", ""D"", ""C"", ""D"", ""C"", ""D"", ""D"", ""D"", ""D"", ""D"", ""C"", ""C"", ""D"", ""D"", ""C"", ""D"", ""C"", ""C"", ""A"", ""D"", ""B"", ""C"", ""D"", ""D"", ""D"", ""C"", ""A"", ""C"", ""A"", ""C"", ""C"", ""C"", ""D"", ""D"", ""C"", ""D"", ""C"", ""D"", ""B"", ""D"", ""B"", ""B"", ""D"", ""C"", ""D"", ""B"", ""C"", ""D"", ""C"", ""D"", ""D"", ""D"", ""D"", ""A"", ""D"", ""C"", ""D"", ""A"", ""C"", ""C"", ""C"", ""C"", ""A""]"
95,index_94,64,8,64,False,C,C,1,257,574399,574656,,,0.1454485325818227,0.3203196347031963,1715.917565822601,"[""C"", ""A"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""D"", ""C"", ""D"", ""C"", ""D"", ""C"", ""D"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""A"", ""C"", ""D"", ""C"", ""C"", ""B"", ""C"", ""C"", ""D"", ""C"", ""A"", ""A"", ""A"", ""C"", ""C"", ""A"", ""C"", ""A"", ""D"", ""C"", ""D"", ""B"", ""C"", ""B"", ""C"", ""D"", ""D"", ""C"", ""B"", ""B"", ""A"", ""B"", ""C"", ""D"", ""D"", ""D"", ""C"", ""D"", ""D"", ""B"", ""B"", ""C""]"
96,index_95,64,8,40,True,A,A,1,152,456746,456898,,,0.1739953094813008,0.4031963470319635,1683.7543063163755,"[""D"", ""A"", ""A"", ""A"", ""A"", ""D"", ""A"", ""A"", ""A"", ""D"", ""A"", ""D"", ""A"", ""D"", ""A"", ""A"", ""A"", ""C"", ""D"", ""A"", ""A"", ""A"", ""A"", ""D"", ""A"", ""B"", ""C"", ""A"", ""A"", ""A"", ""D"", ""D"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
97,index_96,64,8,64,True,A,A,1,272,145703,145975,,,0.0291337506425957,0.0655251141552512,665.5428583621979,"[""A"", ""A"", ""C"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""D"", ""A"", ""A"", ""A"", ""A"", ""C"", ""A"", ""C"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""D"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""C"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""D"", ""A"", ""A"", ""A"", ""D"", ""A"", ""C"", ""C"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
98,index_97,64,8,64,False,D,A,0,177,430298,430475,,,0.1099724056388388,0.2316590563165905,1240.485745191574,"[""D"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""D"", ""B"", ""A"", ""D"", ""A"", ""B"", ""D"", ""D"", ""D"", ""D"", ""A"", ""A"", ""A"", ""B"", ""A"", ""D"", ""B"", ""A"", ""A"", ""A"", ""D"", ""B"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""C"", ""A"", ""A"", ""B"", ""A"", ""C"", ""A"", ""D"", ""B"", ""D"", ""A"", ""B"", ""A"", ""B"", ""A"", ""B"", ""B"", ""A"", ""A"", ""A"", ""A"", ""B"", ""D"", ""D"", ""C"", ""B"", ""A"", ""B""]"
99,index_98,64,8,64,True,A,A,1,360,669140,669500,,,0.1712782839447603,0.3753424657534246,2018.8351049423215,"[""C"", ""D"", ""D"", ""A"", ""A"", ""D"", ""A"", ""D"", ""A"", ""A"", ""C"", ""A"", ""A"", ""A"", ""D"", ""A"", ""B"", ""A"", ""D"", ""A"", ""A"", ""C"", ""A"", ""D"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""D"", ""A"", ""A"", ""C"", ""D"", ""D"", ""A"", ""D"", ""A"", ""D"", ""A"", ""D"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""D"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
100,index_99,64,8,64,False,B,B,1,226,464452,464678,,,0.1160682114626433,0.2398021308980212,1414.1225230693815,"[""B"", ""A"", ""B"", ""B"", ""C"", ""A"", ""C"", ""C"", ""B"", ""B"", ""B"", ""A"", ""C"", ""A"", ""C"", ""B"", ""A"", ""B"", ""A"", ""A"", ""C"", ""A"", ""A"", ""B"", ""B"", ""B"", ""C"", ""C"", ""A"", ""B"", ""A"", ""C"", ""B"", ""A"", ""C"", ""A"", ""A"", ""B"", ""B"", ""C"", ""B"", ""B"", ""B"", ""A"", ""C"", ""B"", ""C"", ""A"", ""B"", ""B"", ""A"", ""B"", ""B"", ""C"", ""C"", ""C"", ""B"", ""C"", ""A"", ""A"", ""C"", ""A"", ""A"", ""C""]"
101,index_100,64,8,48,True,A,A,1,222,304114,304336,,,0.0933299255957268,0.2220700152207001,1064.0231432914734,"[""A"", ""A"", ""A"", ""D"", ""A"", ""A"", ""A"", ""D"", ""D"", ""A"", ""A"", ""D"", ""A"", ""A"", ""D"", ""A"", ""A"", ""B"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""D"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
102,index_101,64,8,8,True,D,D,1,439,36880,37319,,,0.0624716523562954,0.119634703196347,136.0439133644104,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
103,index_102,64,8,24,True,C,A,0,345,238986,239331,,,0.1590692157692024,0.3133942161339421,745.6625046730042,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""D"", ""A"", ""A"", ""A"", ""A"", ""C"", ""D"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
104,index_103,64,8,8,True,A,A,1,220,22605,22825,,,0.0476233191933929,0.0836377473363775,62.72026991844177,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
105,index_104,64,8,48,True,D,D,1,240,441395,441635,,,0.1355341335367425,0.289269406392694,1600.4198925495148,"[""D"", ""D"", ""C"", ""D"", ""D"", ""D"", ""D"", ""D"", ""B"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""A"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""C"", ""D"", ""C"", ""D"", ""D"", ""C"", ""C"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""C"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
106,index_105,64,8,24,True,C,B,0,300,126699,126999,,,0.082743324329487,0.1713850837138508,394.935793876648,"[""B"", ""B"", ""B"", ""B"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B"", ""A"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
107,index_106,64,8,8,True,A,B,0,280,8216,8496,,,0.0164214024142139,0.0312024353120243,25.10199236869812,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
108,index_107,64,8,8,True,C,C,1,192,27683,27875,,,0.0512338649877314,0.0995433789954337,89.47958016395569,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
109,index_108,64,8,24,True,D,D,1,279,202958,203237,,,0.1231374250132011,0.2191780821917808,714.1271245479584,"[""D"", ""D"", ""D"", ""B"", ""A"", ""C"", ""A"", ""D"", ""D"", ""D"", ""A"", ""D"", ""D"", ""D"", ""A"", ""A"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
110,index_109,64,8,64,False,B,B,1,515,448418,448933,,,0.1042519445453281,0.2752663622526636,1560.449492931366,"[""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""D"", ""B"", ""B"", ""D"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""D"", ""D"", ""D"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""C"", ""D"", ""B"", ""D"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""D"", ""D"", ""B"", ""B"", ""B"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""D""]"
111,index_110,64,8,64,False,D,C,0,344,648657,649001,,,0.1747450436876267,0.360882800608828,1873.2402567863464,"[""B"", ""B"", ""C"", ""B"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""B"", ""C"", ""B"", ""C"", ""C"", ""B"", ""B"", ""C"", ""B"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""B"", ""C"", ""C"", ""B"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""C"", ""C"", ""B"", ""C"", ""C"", ""B"", ""B"", ""B"", ""B"", ""C""]"
