iteration,question_id,num_detected_t0.10,num_same_answer_t0.10,same_answer_perc_t0.10,num_detected_t0.20,num_same_answer_t0.20,same_answer_perc_t0.20,num_detected_t0.30,num_same_answer_t0.30,same_answer_perc_t0.30,num_detected_t0.40,num_same_answer_t0.40,same_answer_perc_t0.40,num_detected_t0.50,num_same_answer_t0.50,same_answer_perc_t0.50,num_detected_t0.60,num_same_answer_t0.60,same_answer_perc_t0.60,num_detected_t0.70,num_same_answer_t0.70,same_answer_perc_t0.70,num_detected_t0.75,num_same_answer_t0.75,same_answer_perc_t0.75,num_detected_t0.80,num_same_answer_t0.80,same_answer_perc_t0.80,num_detected_t0.90,num_same_answer_t0.90,same_answer_perc_t0.90
156,index_155,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,25,25,100.00
157,index_156,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,
158,index_157,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,22,16,72.73
159,index_158,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,18,10,55.56
160,index_159,25,6,24.00,25,6,24.00,25,6,24.00,25,6,24.00,25,6,24.00,24,6,25.00,24,6,25.00,24,6,25.00,23,6,26.09,20,4,20.00
161,index_160,27,16,59.26,27,16,59.26,27,16,59.26,27,16,59.26,27,16,59.26,27,16,59.26,27,16,59.26,27,16,59.26,27,16,59.26,21,13,61.90
162,index_161,20,20,100.00,20,20,100.00,20,20,100.00,20,20,100.00,20,20,100.00,20,20,100.00,20,20,100.00,20,20,100.00,18,18,100.00,5,5,100.00
163,index_162,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00
164,index_163,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,18,18,100.00
165,index_164,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,23,12,52.17
166,index_165,18,8,44.44,18,8,44.44,18,8,44.44,18,8,44.44,18,8,44.44,18,8,44.44,17,7,41.18,17,7,41.18,16,7,43.75,3,2,66.67
167,index_166,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,28,13,46.43,27,13,48.15
168,index_167,18,18,100.00,18,18,100.00,18,18,100.00,18,18,100.00,18,18,100.00,18,18,100.00,17,17,100.00,17,17,100.00,15,15,100.00,0,0,
169,index_168,27,21,77.78,27,21,77.78,27,21,77.78,27,21,77.78,27,21,77.78,27,21,77.78,26,20,76.92,26,20,76.92,26,20,76.92,15,13,86.67
170,index_169,20,20,100.00,20,20,100.00,20,20,100.00,20,20,100.00,20,20,100.00,20,20,100.00,20,20,100.00,19,19,100.00,17,17,100.00,6,6,100.00
171,index_170,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,28,16,57.14,7,6,85.71
172,index_171,23,23,100.00,23,23,100.00,23,23,100.00,23,23,100.00,23,23,100.00,23,23,100.00,23,23,100.00,23,23,100.00,23,23,100.00,20,20,100.00
173,index_172,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,27,27,100.00,27,27,100.00,21,21,100.00
174,index_173,28,12,42.86,28,12,42.86,28,12,42.86,28,12,42.86,28,12,42.86,28,12,42.86,28,12,42.86,28,12,42.86,27,12,44.44,18,7,38.89
175,index_174,20,20,100.00,20,20,100.00,20,20,100.00,20,20,100.00,20,20,100.00,20,20,100.00,20,20,100.00,19,19,100.00,16,16,100.00,10,10,100.00
176,index_175,26,26,100.00,26,26,100.00,26,26,100.00,26,26,100.00,26,26,100.00,26,26,100.00,26,26,100.00,26,26,100.00,25,25,100.00,15,15,100.00
177,index_176,24,24,100.00,24,24,100.00,24,24,100.00,24,24,100.00,24,24,100.00,24,24,100.00,24,24,100.00,24,24,100.00,23,23,100.00,12,12,100.00
178,index_177,18,18,100.00,18,18,100.00,18,18,100.00,18,18,100.00,18,18,100.00,18,18,100.00,17,17,100.00,14,14,100.00,13,13,100.00,7,7,100.00
179,index_178,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,21,21,100.00
180,index_179,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,26,21,80.77
181,index_180,28,7,25.00,28,7,25.00,28,7,25.00,28,7,25.00,28,7,25.00,28,7,25.00,28,7,25.00,28,7,25.00,28,7,25.00,24,7,29.17
182,index_181,13,13,100.00,13,13,100.00,13,13,100.00,13,13,100.00,13,13,100.00,13,13,100.00,12,12,100.00,12,12,100.00,12,12,100.00,9,9,100.00
183,index_182,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,28,21,75.00,22,16,72.73
184,index_183,28,5,17.86,28,5,17.86,28,5,17.86,28,5,17.86,28,5,17.86,28,5,17.86,28,5,17.86,28,5,17.86,28,5,17.86,26,4,15.38
185,index_184,14,14,100.00,14,14,100.00,14,14,100.00,14,14,100.00,14,14,100.00,13,13,100.00,13,13,100.00,11,11,100.00,10,10,100.00,6,6,100.00
186,index_185,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,27,27,100.00,26,26,100.00,13,13,100.00
187,index_186,22,12,54.55,22,12,54.55,22,12,54.55,22,12,54.55,22,12,54.55,21,12,57.14,20,12,60.00,19,11,57.89,19,11,57.89,5,3,60.00
188,index_187,28,4,14.29,28,4,14.29,28,4,14.29,28,4,14.29,28,4,14.29,28,4,14.29,28,4,14.29,28,4,14.29,28,4,14.29,28,4,14.29
189,index_188,2,2,100.00,2,2,100.00,2,2,100.00,2,2,100.00,2,2,100.00,2,2,100.00,2,2,100.00,2,2,100.00,2,2,100.00,0,0,
190,index_189,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,25,25,100.00,24,24,100.00,19,19,100.00
191,index_190,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,21,21,100.00
192,index_191,26,26,100.00,26,26,100.00,26,26,100.00,26,26,100.00,26,26,100.00,26,26,100.00,26,26,100.00,26,26,100.00,25,25,100.00,24,24,100.00
193,index_192,16,16,100.00,16,16,100.00,16,16,100.00,16,16,100.00,16,16,100.00,16,16,100.00,16,16,100.00,16,16,100.00,16,16,100.00,8,8,100.00
194,index_193,21,21,100.00,21,21,100.00,21,21,100.00,21,21,100.00,21,21,100.00,21,21,100.00,20,20,100.00,19,19,100.00,19,19,100.00,10,10,100.00
195,index_194,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,19,19,100.00
196,index_195,21,21,100.00,21,21,100.00,21,21,100.00,21,21,100.00,21,21,100.00,21,21,100.00,21,21,100.00,21,21,100.00,20,20,100.00,6,6,100.00
197,index_196,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,28,15,53.57,27,15,55.56
198,index_197,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,28,28,100.00,27,27,100.00,26,26,100.00,25,25,100.00,20,20,100.00
