iteration,question_id,num_detected_t0.10,num_same_answer_t0.10,same_answer_perc_t0.10,num_detected_t0.20,num_same_answer_t0.20,same_answer_perc_t0.20,num_detected_t0.30,num_same_answer_t0.30,same_answer_perc_t0.30,num_detected_t0.40,num_same_answer_t0.40,same_answer_perc_t0.40,num_detected_t0.50,num_same_answer_t0.50,same_answer_perc_t0.50,num_detected_t0.60,num_same_answer_t0.60,same_answer_perc_t0.60,num_detected_t0.70,num_same_answer_t0.70,same_answer_perc_t0.70,num_detected_t0.75,num_same_answer_t0.75,same_answer_perc_t0.75,num_detected_t0.80,num_same_answer_t0.80,same_answer_perc_t0.80,num_detected_t0.90,num_same_answer_t0.90,same_answer_perc_t0.90
160,index_159,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00
161,index_160,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00
162,index_161,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,
163,index_162,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00
164,index_163,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00
165,index_164,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00
166,index_165,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,0,0,
167,index_166,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00
168,index_167,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,
169,index_168,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00
170,index_169,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00
171,index_170,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,
172,index_171,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00
173,index_172,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00
174,index_173,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00
175,index_174,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00
176,index_175,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,
177,index_176,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,
178,index_177,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,0,0,
179,index_178,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00
180,index_179,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00
181,index_180,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00
182,index_181,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
183,index_182,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00
184,index_183,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00
185,index_184,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00
186,index_185,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00
187,index_186,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00
188,index_187,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00
189,index_188,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
190,index_189,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,
191,index_190,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00
192,index_191,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00
193,index_192,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00
194,index_193,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,
195,index_194,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00
196,index_195,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00
197,index_196,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00,1,0,0.00
198,index_197,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,1,1,100.00,0,0,
